id,round,value
norm_12614848366189144184,7,0.068577
norm_12614848366189144184,8,0.052841
norm_12614848366189144184,9,0.069776
norm_12614848366189144184,10,0.044348
norm_12614848366189144184,11,0.05899
norm_12614848366189144184,12,0.039548
norm_12614848366189144184,13,0.03724
norm_12614848366189144184,14,0.038951
norm_12614848366189144184,15,0.04824
norm_12614848366189144184,16,0.039238
norm_12614848366189144184,17,0.04922
norm_12614848366189144184,18,0.03905
norm_12614848366189144184,19,0.076706
norm_12614848366189144184,20,0.03703
norm_12614848366189144184,21,0.58668
norm_12614848366189144184,22,0.41887
norm_12614848366189144184,23,0.23919
norm_12614848366189144184,24,0.23263
norm_12614848366189144184,25,0.16509
norm_12614848366189144184,26,0.20873
norm_12614848366189144184,27,0.1973
norm_12614848366189144184,28,0.23898
norm_12614848366189144184,29,0.20181
norm_12614848366189144184,30,0.25842
norm_14764758498030698117,1,0.07882
norm_14764758498030698117,2,0.33377
norm_14764758498030698117,3,0.20087
norm_14764758498030698117,4,0.039318
norm_14764758498030698117,5,0.062838
norm_14764758498030698117,6,0.054251
norm_14764758498030698117,7,0.048276
norm_14764758498030698117,8,0.05537
norm_14764758498030698117,9,0.060898
norm_14764758498030698117,10,0.04668
norm_14764758498030698117,11,0.042272
norm_14764758498030698117,12,0.040802
norm_14764758498030698117,13,0.053414
norm_14764758498030698117,14,0.045357
norm_14764758498030698117,15,0.041401
norm_14764758498030698117,16,0.044097
norm_14764758498030698117,17,0.039047
norm_14764758498030698117,18,0.039282
norm_14764758498030698117,19,0.048593
norm_14764758498030698117,20,0.051698
norm_14764758498030698117,21,0.55718
norm_14764758498030698117,22,0.43419
norm_14764758498030698117,23,0.21209
norm_14764758498030698117,24,0.24318
norm_14764758498030698117,25,0.1636
norm_14764758498030698117,26,0.28855
norm_14764758498030698117,27,0.23785
norm_14764758498030698117,28,0.22075
norm_14764758498030698117,29,0.22259
norm_14764758498030698117,30,0.19089
norm_3751861745450364807,1,0.06558
norm_3751861745450364807,2,0.2042
norm_3751861745450364807,3,0.2177
norm_3751861745450364807,4,0.067615
norm_3751861745450364807,5,0.060815
norm_3751861745450364807,6,0.050931
norm_3751861745450364807,7,0.053289
norm_3751861745450364807,8,0.044386
norm_3751861745450364807,9,0.06006
norm_3751861745450364807,10,0.049537
norm_3751861745450364807,11,0.045071
norm_3751861745450364807,12,0.049657
norm_3751861745450364807,13,0.047265
norm_3751861745450364807,14,0.040639
norm_3751861745450364807,15,0.039015
norm_3751861745450364807,16,0.036786
norm_3751861745450364807,17,0.033839
norm_3751861745450364807,18,0.042269
norm_3751861745450364807,19,0.055212
norm_3751861745450364807,20,0.046993
norm_3751861745450364807,21,0.034974
norm_3751861745450364807,22,0.12789
norm_3751861745450364807,23,0.19814
norm_3751861745450364807,24,0.15583
norm_3751861745450364807,25,0.21225
norm_3751861745450364807,26,0.13825
norm_3751861745450364807,27,0.20315
norm_3751861745450364807,28,0.1541
norm_3751861745450364807,29,0.17651
norm_3751861745450364807,30,0.17274
norm_4512453204256377509,1,0.071373
norm_4512453204256377509,2,0.25169
norm_4512453204256377509,3,0.17528
norm_4512453204256377509,4,0.062065
norm_4512453204256377509,5,0.046453
norm_4512453204256377509,6,0.047548
norm_4512453204256377509,7,0.078552
norm_4512453204256377509,8,0.050014
norm_4512453204256377509,9,0.04209
norm_4512453204256377509,10,0.045784
norm_4512453204256377509,11,0.042903
norm_4512453204256377509,12,0.04017
norm_4512453204256377509,13,0.051666
norm_4512453204256377509,14,0.052724
norm_4512453204256377509,15,0.0453
norm_4512453204256377509,16,0.045642
norm_4512453204256377509,17,0.045072
norm_4512453204256377509,18,0.04714
norm_4512453204256377509,19,0.039784
norm_4512453204256377509,20,0.050383
norm_4512453204256377509,21,0.51915
norm_4512453204256377509,22,0.35747
norm_4512453204256377509,23,0.16772
norm_4512453204256377509,24,0.18436
norm_4512453204256377509,25,0.18675
norm_4512453204256377509,26,0.1532
norm_4512453204256377509,27,0.16667
norm_4512453204256377509,28,0.17569
norm_4512453204256377509,29,0.18753
norm_4512453204256377509,30,0.17662
norm_5268549406117061118,1,0.076747
norm_5268549406117061118,2,0.18305
norm_5268549406117061118,3,0.12796
norm_5268549406117061118,4,0.050945
norm_5268549406117061118,5,0.068268
norm_5268549406117061118,6,0.060136
norm_5268549406117061118,7,0.039128
norm_5268549406117061118,8,0.055054
norm_5268549406117061118,9,0.036646
norm_5268549406117061118,10,0.045878
norm_5268549406117061118,11,0.052642
norm_5268549406117061118,12,0.047494
norm_5268549406117061118,13,0.045653
norm_5268549406117061118,14,0.049178
norm_5268549406117061118,15,0.041329
norm_5268549406117061118,16,0.039652
norm_5268549406117061118,17,0.046373
norm_5268549406117061118,18,0.061728
norm_5268549406117061118,19,0.036744
norm_5268549406117061118,20,0.0679
norm_5268549406117061118,21,0.50742
norm_5268549406117061118,22,0.32281
norm_5268549406117061118,23,0.20614
norm_5268549406117061118,24,0.17981
norm_5268549406117061118,25,0.20643
norm_5268549406117061118,26,0.20948
norm_5268549406117061118,27,0.19494
norm_5268549406117061118,28,0.16875
norm_5268549406117061118,29,0.20873
norm_5268549406117061118,30,0.16799
norm_8762612460011747371,1,0.089472
norm_8762612460011747371,2,0.31262
norm_8762612460011747371,3,0.2316
norm_8762612460011747371,4,0.087963
norm_8762612460011747371,5,0.067913
norm_8762612460011747371,6,0.044198
norm_8762612460011747371,7,0.058949
norm_8762612460011747371,8,0.043572
norm_8762612460011747371,9,0.06655
norm_8762612460011747371,10,0.065577
norm_8762612460011747371,11,0.060726
norm_8762612460011747371,12,0.084264
norm_8762612460011747371,13,0.043467
norm_8762612460011747371,14,0.063087
norm_8762612460011747371,15,0.036701
norm_8762612460011747371,16,0.042946
norm_8762612460011747371,17,0.040622
norm_8762612460011747371,18,0.049307
norm_8762612460011747371,19,0.05386
norm_8762612460011747371,20,0.04064
norm_8762612460011747371,21,0.069099
norm_8762612460011747371,22,0.15787
norm_8762612460011747371,23,0.17204
norm_8762612460011747371,24,0.15374
norm_8762612460011747371,25,0.19165
norm_8762612460011747371,26,0.1502
norm_8762612460011747371,27,0.19922
norm_8762612460011747371,28,0.16402
norm_8762612460011747371,29,0.1876
norm_8762612460011747371,30,0.17501
norm_8890710462663498715,1,0.091429
norm_8890710462663498715,2,0.19134
norm_8890710462663498715,3,0.12844
norm_8890710462663498715,4,0.056741
norm_8890710462663498715,5,0.039702
norm_8890710462663498715,6,0.055849
norm_8890710462663498715,7,0.05945
norm_8890710462663498715,8,0.055061
norm_8890710462663498715,9,0.050336
norm_8890710462663498715,10,0.042026
norm_8890710462663498715,11,0.039795
norm_8890710462663498715,12,0.040349
norm_8890710462663498715,13,0.039413
norm_8890710462663498715,14,0.044557
norm_8890710462663498715,15,0.035526
norm_8890710462663498715,16,0.048329
norm_8890710462663498715,17,0.039139
norm_8890710462663498715,18,0.036705
norm_8890710462663498715,19,0.039068
norm_8890710462663498715,20,0.040696
norm_8890710462663498715,21,0.047422
norm_8890710462663498715,22,0.13672
norm_8890710462663498715,23,0.17672
norm_8890710462663498715,24,0.14696
norm_8890710462663498715,25,0.19941
norm_8890710462663498715,26,0.15274
norm_8890710462663498715,27,0.19302
norm_8890710462663498715,28,0.15109
norm_8890710462663498715,29,0.18334
norm_8890710462663498715,30,0.14551
norm_9569279318901528356,1,0.073938
norm_9569279318901528356,2,0.25223
norm_9569279318901528356,3,0.18246
norm_9569279318901528356,4,0.057407
norm_9569279318901528356,5,0.050784
norm_9569279318901528356,6,0.044128
norm_9569279318901528356,7,0.03831
norm_9569279318901528356,8,0.055067
norm_9569279318901528356,9,0.037038
norm_9569279318901528356,10,0.048982
norm_9569279318901528356,11,0.049698
norm_9569279318901528356,12,0.044326
norm_9569279318901528356,13,0.042571
norm_9569279318901528356,14,0.041035
norm_9569279318901528356,15,0.042596
norm_9569279318901528356,16,0.042825
norm_9569279318901528356,17,0.033833
norm_9569279318901528356,18,0.041038
norm_9569279318901528356,19,0.036265
norm_9569279318901528356,20,0.047032
norm_9569279318901528356,21,0.032487
norm_9569279318901528356,22,0.12416
norm_9569279318901528356,23,0.1508
norm_9569279318901528356,24,0.15562
norm_9569279318901528356,25,0.20993
norm_9569279318901528356,26,0.13231
norm_9569279318901528356,27,0.18849
norm_9569279318901528356,28,0.16325
norm_9569279318901528356,29,0.17013
norm_9569279318901528356,30,0.16972
