id,round,value
norm_14767453015740607545,16,10.71
norm_14767453015740607545,17,10.701
norm_14767453015740607545,18,10.719
norm_14767453015740607545,19,10.727
norm_14767453015740607545,20,10.726
norm_14767453015740607545,21,10.718
norm_14767453015740607545,22,10.726
norm_14767453015740607545,23,10.712
norm_14767453015740607545,24,10.712
norm_14767453015740607545,25,10.718
norm_14767453015740607545,26,10.703
norm_14767453015740607545,27,10.718
norm_14767453015740607545,28,10.703
norm_14767453015740607545,29,10.719
norm_14767453015740607545,30,10.708
norm_15576514791559912685,1,10.167
norm_15576514791559912685,2,10.717
norm_15576514791559912685,3,10.714
norm_15576514791559912685,4,10.718
norm_15576514791559912685,5,10.718
norm_15576514791559912685,6,10.71
norm_15576514791559912685,7,10.705
norm_15576514791559912685,8,10.701
norm_15576514791559912685,9,10.712
norm_15576514791559912685,10,10.704
norm_15576514791559912685,11,10.703
norm_15576514791559912685,12,10.709
norm_15576514791559912685,13,10.727
norm_15576514791559912685,14,10.716
norm_15576514791559912685,15,10.7
norm_15576514791559912685,16,10.716
norm_15576514791559912685,17,10.704
norm_15576514791559912685,18,10.719
norm_15576514791559912685,19,10.71
norm_15576514791559912685,20,10.72
norm_15576514791559912685,21,10.72
norm_15576514791559912685,22,10.72
norm_15576514791559912685,23,10.69
norm_15576514791559912685,24,10.714
norm_15576514791559912685,25,10.708
norm_15576514791559912685,26,10.724
norm_15576514791559912685,27,10.713
norm_15576514791559912685,28,10.708
norm_15576514791559912685,29,10.702
norm_15576514791559912685,30,10.713
norm_16792948945459412339,1,10.171
norm_16792948945459412339,2,10.723
norm_16792948945459412339,3,10.715
norm_16792948945459412339,4,10.729
norm_16792948945459412339,5,10.716
norm_16792948945459412339,6,10.72
norm_16792948945459412339,7,10.715
norm_16792948945459412339,8,10.72
norm_16792948945459412339,9,10.703
norm_16792948945459412339,10,10.711
norm_16792948945459412339,11,10.722
norm_16792948945459412339,12,10.728
norm_16792948945459412339,13,10.716
norm_16792948945459412339,14,10.715
norm_16792948945459412339,15,10.725
norm_16792948945459412339,16,10.722
norm_16792948945459412339,17,10.725
norm_16792948945459412339,18,10.708
norm_16792948945459412339,19,10.704
norm_16792948945459412339,20,10.717
norm_16792948945459412339,21,10.715
norm_16792948945459412339,22,10.711
norm_16792948945459412339,23,10.721
norm_16792948945459412339,24,10.7
norm_16792948945459412339,25,10.719
norm_16792948945459412339,26,10.708
norm_16792948945459412339,27,10.712
norm_16792948945459412339,28,10.714
norm_16792948945459412339,29,10.715
norm_16792948945459412339,30,10.705
norm_17226644715888754039,1,10.494
norm_17226644715888754039,2,11.062
norm_17226644715888754039,3,11.063
norm_17226644715888754039,4,11.072
norm_17226644715888754039,5,11.065
norm_17226644715888754039,6,11.064
norm_17226644715888754039,7,11.078
norm_17226644715888754039,8,11.069
norm_17226644715888754039,9,11.055
norm_17226644715888754039,10,11.073
norm_17226644715888754039,11,11.082
norm_17226644715888754039,12,11.068
norm_17226644715888754039,13,11.072
norm_17226644715888754039,14,11.069
norm_17226644715888754039,15,11.062
norm_17226644715888754039,16,11.082
norm_17226644715888754039,17,11.082
norm_17226644715888754039,18,11.064
norm_17226644715888754039,19,11.055
norm_17226644715888754039,20,11.075
norm_17226644715888754039,21,11.072
norm_17226644715888754039,22,11.075
norm_17226644715888754039,23,11.067
norm_17226644715888754039,24,11.061
norm_17226644715888754039,25,11.072
norm_17226644715888754039,26,11.073
norm_17226644715888754039,27,11.063
norm_17226644715888754039,28,11.087
norm_17226644715888754039,29,11.059
norm_17226644715888754039,30,11.078
norm_5134835757745603909,1,10.178
norm_5134835757745603909,2,10.715
norm_5134835757745603909,3,10.703
norm_5134835757745603909,4,10.711
norm_5134835757745603909,5,10.719
norm_5134835757745603909,6,10.721
norm_5134835757745603909,7,10.716
norm_5134835757745603909,8,10.696
norm_5134835757745603909,9,10.716
norm_5134835757745603909,10,10.706
norm_5134835757745603909,11,10.729
norm_5134835757745603909,12,10.729
norm_5134835757745603909,13,10.716
norm_5134835757745603909,14,10.72
norm_5134835757745603909,15,10.731
norm_5134835757745603909,16,10.724
norm_5134835757745603909,17,10.736
norm_5134835757745603909,18,10.714
norm_5134835757745603909,19,10.712
norm_5134835757745603909,20,10.722
norm_5134835757745603909,21,10.726
norm_5134835757745603909,22,10.705
norm_5134835757745603909,23,10.72
norm_5134835757745603909,24,10.701
norm_5134835757745603909,25,10.709
norm_5134835757745603909,26,10.706
norm_5134835757745603909,27,10.723
norm_5134835757745603909,28,10.708
norm_5134835757745603909,29,10.727
norm_5134835757745603909,30,10.729
norm_8764598630957851447,1,10.158
norm_8764598630957851447,2,10.714
norm_8764598630957851447,3,10.697
norm_8764598630957851447,4,10.717
norm_8764598630957851447,5,10.707
norm_8764598630957851447,6,10.701
norm_8764598630957851447,7,10.734
norm_8764598630957851447,8,10.725
norm_8764598630957851447,9,10.716
norm_8764598630957851447,10,10.716
norm_8764598630957851447,11,10.699
norm_8764598630957851447,12,10.707
norm_8764598630957851447,13,10.711
norm_8764598630957851447,14,10.719
norm_8764598630957851447,15,10.705
norm_8764598630957851447,16,10.726
norm_8764598630957851447,17,10.713
norm_8764598630957851447,18,10.737
norm_8764598630957851447,19,10.726
norm_8764598630957851447,20,10.723
norm_8764598630957851447,21,10.703
norm_8764598630957851447,22,10.708
norm_8764598630957851447,23,10.705
norm_8764598630957851447,24,10.704
norm_8764598630957851447,25,10.704
norm_8764598630957851447,26,10.714
norm_8764598630957851447,27,10.72
norm_8764598630957851447,28,10.724
norm_8764598630957851447,29,10.728
norm_8764598630957851447,30,10.709
norm_8867914151181177629,1,10.157
norm_8867914151181177629,2,10.719
norm_8867914151181177629,3,10.712
norm_8867914151181177629,4,10.706
norm_8867914151181177629,5,10.72
norm_8867914151181177629,6,10.711
norm_8867914151181177629,7,10.728
norm_8867914151181177629,8,10.717
norm_8867914151181177629,9,10.71
norm_8867914151181177629,10,10.71
norm_8867914151181177629,11,10.724
norm_8867914151181177629,12,10.725
norm_8867914151181177629,13,10.711
norm_8867914151181177629,14,10.706
norm_8867914151181177629,15,10.704
norm_8867914151181177629,16,10.716
norm_8867914151181177629,17,10.704
norm_8867914151181177629,18,10.717
norm_8867914151181177629,19,10.731
norm_8867914151181177629,20,10.718
norm_8867914151181177629,21,10.711
norm_8867914151181177629,22,10.704
norm_8867914151181177629,23,10.735
norm_8867914151181177629,24,10.718
norm_8867914151181177629,25,10.723
norm_8867914151181177629,26,10.707
norm_8867914151181177629,27,10.716
norm_8867914151181177629,28,10.722
norm_8867914151181177629,29,10.711
norm_8867914151181177629,30,10.721
