id,round,value
norm_6114800220184159855,30,5.3654
norm_6784761972597182786,1,5.247
norm_6784761972597182786,2,5.5326
norm_6784761972597182786,3,5.5321
norm_6784761972597182786,4,5.536
norm_6784761972597182786,5,5.5324
norm_6784761972597182786,6,5.5323
norm_6784761972597182786,7,5.5389
norm_6784761972597182786,8,5.5347
norm_6784761972597182786,9,5.5277
norm_6784761972597182786,10,5.5364
norm_6784761972597182786,11,5.5411
norm_6784761972597182786,12,5.5339
norm_6784761972597182786,13,5.5361
norm_6784761972597182786,14,5.5347
norm_6784761972597182786,15,5.5312
norm_6784761972597182786,16,5.5413
norm_6784761972597182786,17,5.5408
norm_6784761972597182786,18,5.5319
norm_6784761972597182786,19,5.5273
norm_6784761972597182786,20,5.5375
norm_6784761972597182786,21,5.5425
norm_6784761972597182786,22,5.5428
norm_6784761972597182786,23,5.536
norm_6784761972597182786,24,5.5327
norm_6784761972597182786,25,5.537
norm_6784761972597182786,26,5.5391
norm_6784761972597182786,27,5.5332
norm_6784761972597182786,28,5.5451
norm_6784761972597182786,29,5.5314
norm_6784761972597182786,30,5.5405
norm_7404983973232320390,1,4.9363
norm_7404983973232320390,2,5.1913
norm_7404983973232320390,3,5.1846
norm_7404983973232320390,4,5.193
norm_7404983973232320390,5,5.191
norm_7404983973232320390,6,5.1924
norm_7404983973232320390,7,5.1932
norm_7404983973232320390,8,5.1863
norm_7404983973232320390,9,5.1893
norm_7404983973232320390,10,5.1815
norm_7404983973232320390,11,5.1934
norm_7404983973232320390,12,5.1861
norm_7404983973232320390,13,5.1913
norm_7404983973232320390,14,5.189
norm_7404983973232320390,15,5.1862
norm_7404983973232320390,16,5.1897
norm_7404983973232320390,17,5.1858
norm_7404983973232320390,18,5.1786
norm_7404983973232320390,19,5.1918
norm_7404983973232320390,20,5.1907
norm_7404983973232320390,21,5.1853
norm_7404983973232320390,22,5.1923
norm_7404983973232320390,23,5.1935
norm_7404983973232320390,24,5.1856
norm_7404983973232320390,25,5.1865
norm_7404983973232320390,26,5.1774
norm_7404983973232320390,27,5.1933
norm_7404983973232320390,28,5.1916
norm_7404983973232320390,29,5.1877
norm_7404983973232320390,30,5.1917
